"","SES_bs","SES_hw","SES_ew","SES_al","SES_tl","SES_disp_0","SES_disp_1","SES_disp_2","SES_activity_0","SES_activity_1","SES_activity_2","SES_bsor","SES_bsim","SES_bsne","SES_fbsor","SES_fbsim","SES_fbsne","SES_falpha","trmt","site"
"1",2.041757090965,0.00323623220142392,0.625909724122924,0.352755645137211,0.875191144268957,3.17889810995348,-0.248106840512291,-2.39921375756585,0.0719389428538702,-0.561135864075067,-0.265580216843911,2.8100045986615,2.86883261525122,-2.89936931548483,2.23827996227075,2.19571232775369,-1.18259867218166,-0.0710000082796282,"MP","Bradley Woods"
"2",0.720692342026566,-1.06477146314294,-0.0334584473601578,1.53116591572221,-0.699768991566294,1.26672616773794,0.106685778836807,-1.0647575419155,1.60575365704487,-0.734676753114059,-1.72646007155535,0.915792331576236,1.43990368468988,-1.98946487733174,2.92545850833522,3.89095513170963,-2.03318481036196,-1.61960942679454,"MP","Brecksville"
"3",1.45393469908429,-0.843858768824052,-0.444860339921772,0.625426902025705,-0.42382206997156,1.945883695523,-0.723153697944178,-1.11911809289474,1.07157564526315,-0.312659775725744,-0.782141483517233,0.340264335923661,-0.0216288562993023,0.947074892472395,0.770391893399374,0.256428374239055,0.553685047302281,-0.8672113838814,"MP","Garfield"
"4",2.2508493138212,-0.517845867318909,-0.498053859221243,0.202983731514483,0.276696214366121,2.98622697496504,-1.14495806107904,-1.6186345292545,1.55528419378934,-0.48462800080573,-1.08929672727748,0.434830160201378,0.367486492215783,-0.140811765586581,2.10864906280186,1.55249927013489,-0.0177979148967326,-1.74549388088564,"MP","Hinkley"
"5",2.41158105563009,-0.714413289559665,-1.16493728841293,-0.747515864931908,-0.297466432751198,2.81345093758381,-0.879437286633312,-1.70059682885624,1.21987506652398,-0.371611748762428,-0.884280078666058,-0.16684606679718,-0.512160035445205,1.78220774536872,1.21728823170057,0.733242344045405,0.610154470505405,-1.96333801623729,"MP","Mill Stream Run"
"6",1.46742695733302,-0.603497626584809,-0.497104938909106,0.462907993630796,-0.391857491224336,1.44963037399376,-0.848949351035144,-0.597318595666347,1.23325004207076,-0.353438676851127,-0.92513634188459,0.401251573274738,0.0488030584964036,1.29221665457553,1.08171693700862,0.490905812311521,0.88461851096368,-1.28099566855821,"MP","North Chagrin"
"7",0.563666439951708,-2.00463360114224,-0.148686890725191,2.25265118779827,0.272905693758193,-0.0742081248004102,0.431308189062192,-0.249362287950521,1.29913228153601,-0.65900098617786,-0.565201062216212,-0.0653261154720177,-0.0467963015736889,0.0179406296470189,2.02998369276179,1.62914462573415,-0.618202957181199,-1.4861512729462,"MP","Rocky River"
"8",1.07692604755454,-1.00337890646628,-1.08098136775617,0.609127215106707,-0.481150815979795,0.179588803555897,0.578038610774159,-0.594597511778275,1.88634425351409,-0.590988829929803,-1.36616471881481,0.84752080434916,1.21757563058763,-1.837420106814,3.24767411774913,3.29410600083194,-1.77567399017914,-2.19077791684385,"MP","South Chagrin"
"9",3.67649989477549,-0.711928624248669,-1.37943145984934,0.122542712941393,0.475780035440832,2.79568195985101,-1.42414518563872,-1.27542528467338,1.12087905266187,1.3945142085452,-1.44177684549776,0.546257132115268,0.88024015730136,-1.43978882950349,3.12515063018457,2.04905445612756,-0.40441503684451,-1.61648359063173,"OF","Bedford"
"10",2.8349213383708,-0.30322369565865,-1.39920062977425,0.296932709145528,0.857031902964741,1.92728293652484,-0.791223831411736,-1.05666895842752,1.56043869168781,-0.745430955494756,-0.780333620711757,-1.11667876166182,-1.08526259332831,1.01726314238794,2.28688999765533,1.89556628028973,-0.50134544735969,-1.25283349424465,"OF","Brecksville"
"11",0.392082972362204,1.7943310275331,1.98133128775976,-0.513503791547496,-0.255653149040252,0.541554626458087,0.800897363964109,-1.07994058664829,-0.344710030078818,-0.320306719590574,0.916201370121916,-0.744357295666769,-0.542396700392089,0.00113992093433381,-0.0951556231968012,1.11566966256281,-1.42550387626864,2.11433431552689,"OF","Brookside"
"12",-0.384332440364925,-1.38580738165062,0.400241687716587,0.729682578530031,-0.509696244805881,1.22180717386609,-1.2570649339723,-0.114050629927367,0.985039301961044,-0.621421898324434,-0.278610513874198,1.86632086986483,1.98623844538325,-2.17333922000101,1.69172265967559,1.78546196548815,-1.10793130401881,-0.0359101520591197,"OF","Case Western Prairie"
